주상병명	진료년도	연령	진료인원(명)
수면장애	2017	40대	27
수면장애	2017	50대	87
수면장애	2017	60대	94
수면장애	2017	70대	113
수면장애	2017	80대 이상	100
수면장애	2017	20대	14
수면장애	2017	30대	34
수면장애	2017	40대	70
수면장애	2017	50대	114
수면장애	2017	60대	185
수면장애	2017	70대	242
수면장애	2017	80대 이상	187
수면장애	2017	20대	18
수면장애	2017	30대	31
수면장애	2017	40대	55
수면장애	2017	50대	94
수면장애	2017	60대	99
수면장애	2017	70대	144
수면장애	2017	80대 이상	95
수면장애	2017	20대	19
수면장애	2017	30대	29
수면장애	2017	40대	43
수면장애	2017	50대	52
수면장애	2017	60대	58
수면장애	2017	70대	64
수면장애	2017	80대 이상	35
수면장애	2017	20대	40
수면장애	2017	30대	104
수면장애	2017	40대	153
수면장애	2017	50대	222
수면장애	2017	60대	229
수면장애	2017	70대	184
수면장애	2017	80대 이상	161
수면장애	2017	20대	12
수면장애	2017	30대	21
수면장애	2017	40대	45
수면장애	2017	50대	118
수면장애	2017	60대	117
수면장애	2017	70대	139
수면장애	2017	80대 이상	80
수면장애	2017	20대	53
수면장애	2017	30대	106
수면장애	2017	40대	184
수면장애	2017	50대	255
수면장애	2017	60대	281
수면장애	2017	70대	289
수면장애	2017	80대 이상	168
수면장애	2017	20대	10
수면장애	2017	30대	16
수면장애	2017	40대	53
수면장애	2017	50대	117
수면장애	2017	60대	150
수면장애	2017	70대	193
수면장애	2017	80대 이상	134
수면장애	2017	20대	0
수면장애	2017	40대	0
수면장애	2017	20대	117
수면장애	2017	30대	255
수면장애	2017	40대	408
수면장애	2017	50대	505
수면장애	2017	60대	364
수면장애	2017	70대	379
수면장애	2017	80대 이상	252
수면장애	2017	20대	250
수면장애	2017	30대	453
수면장애	2017	40대	650
수면장애	2017	50대	694
수면장애	2017	60대	409
수면장애	2017	70대	300
수면장애	2017	80대 이상	180
수면장애	2017	20대	52
수면장애	2017	30대	67
수면장애	2017	40대	109
수면장애	2017	50대	219
수면장애	2017	60대	266
수면장애	2017	70대	275
수면장애	2017	80대 이상	209
수면장애	2017	20대	65
수면장애	2017	30대	99
수면장애	2017	40대	180
수면장애	2017	50대	307
수면장애	2017	60대	336
수면장애	2017	70대	319
수면장애	2017	80대 이상	226
수면장애	2017	20대	137
수면장애	2017	30대	330
수면장애	2017	40대	399
수면장애	2017	50대	518
수면장애	2017	60대	489
수면장애	2017	70대	386
수면장애	2017	80대 이상	294
수면장애	2017	20대	96
수면장애	2017	30대	232
수면장애	2017	40대	288
수면장애	2017	50대	351
수면장애	2017	60대	263
수면장애	2017	70대	276
수면장애	2017	80대 이상	183
수면장애	2017	20대	43
수면장애	2017	30대	97
수면장애	2017	40대	127
수면장애	2017	50대	255
수면장애	2017	60대	275
수면장애	2017	70대	376
수면장애	2017	80대 이상	236
수면장애	2017	20대	17
수면장애	2017	30대	34
수면장애	2017	40대	87
수면장애	2017	50대	82
수면장애	2017	60대	81
수면장애	2017	70대	46
수면장애	2017	80대 이상	32
수면장애	2017	20대	112
수면장애	2017	30대	215
수면장애	2017	40대	272
수면장애	2017	50대	376
수면장애	2017	60대	319
수면장애	2017	70대	310
수면장애	2017	80대 이상	232
수면장애	2017	20대	13
수면장애	2017	30대	35
수면장애	2017	40대	52
수면장애	2017	50대	105
수면장애	2017	60대	119
수면장애	2017	70대	159
수면장애	2017	80대 이상	113
수면장애	2017	70대	0
수면장애	2017	20대	25
수면장애	2017	30대	37
수면장애	2017	40대	75
수면장애	2017	50대	171
수면장애	2017	60대	206
수면장애	2017	70대	316
수면장애	2017	80대 이상	284
수면장애	2017	20대	17
수면장애	2017	30대	31
수면장애	2017	40대	49
수면장애	2017	50대	80
수면장애	2017	60대	125
수면장애	2017	70대	121
수면장애	2017	80대 이상	85
수면장애	2017	20대	15
수면장애	2017	30대	25
수면장애	2017	40대	33
수면장애	2017	50대	82
수면장애	2017	60대	90
수면장애	2017	70대	125
수면장애	2017	80대 이상	108
수면장애	2017	20대	57
수면장애	2017	30대	76
수면장애	2017	40대	130
수면장애	2017	50대	204
수면장애	2017	60대	216
수면장애	2017	70대	239
수면장애	2017	80대 이상	193
수면장애	2017	20대	31
수면장애	2017	30대	59
수면장애	2017	40대	94
수면장애	2017	50대	179
수면장애	2017	60대	204
수면장애	2017	70대	247
수면장애	2017	80대 이상	187
수면장애	2017	20대	36
수면장애	2017	30대	69
수면장애	2017	40대	123
수면장애	2017	50대	197
수면장애	2017	60대	236
수면장애	2017	70대	220
수면장애	2017	80대 이상	137
수면장애	2017	30대	0
수면장애	2017	40대	0
수면장애	2017	20대	234
수면장애	2017	30대	433
수면장애	2017	40대	569
수면장애	2017	50대	766
수면장애	2017	60대	579
수면장애	2017	70대	491
수면장애	2017	80대 이상	256
수면장애	2017	20대	146
수면장애	2017	30대	313
수면장애	2017	40대	405
수면장애	2017	50대	476
수면장애	2017	60대	386
수면장애	2017	70대	332
수면장애	2017	80대 이상	188
수면장애	2017	20대	126
수면장애	2017	30대	297
수면장애	2017	40대	381
수면장애	2017	50대	521
수면장애	2017	60대	582
수면장애	2017	70대	504
수면장애	2017	80대 이상	253
수면장애	2017	20대	134
수면장애	2017	30대	223
수면장애	2017	40대	381
수면장애	2017	50대	629
수면장애	2017	60대	584
수면장애	2017	70대	553
수면장애	2017	80대 이상	341
수면장애	2017	20대	44
수면장애	2017	30대	82
수면장애	2017	40대	137
수면장애	2017	50대	224
수면장애	2017	60대	187
수면장애	2017	70대	235
수면장애	2017	80대 이상	158
수면장애	2017	20대	40
수면장애	2017	30대	43
수면장애	2017	40대	93
수면장애	2017	50대	159
수면장애	2017	60대	149
수면장애	2017	70대	195
수면장애	2017	80대 이상	145
수면장애	2017	20대	43
수면장애	2017	30대	84
수면장애	2017	40대	117
수면장애	2017	50대	183
수면장애	2017	60대	272
수면장애	2017	70대	329
수면장애	2017	80대 이상	205
수면장애	2017	20대	47
수면장애	2017	30대	90
수면장애	2017	40대	137
수면장애	2017	50대	178
수면장애	2017	60대	181
수면장애	2017	70대	186
수면장애	2017	80대 이상	133
수면장애	2017	20대	16
수면장애	2017	30대	17
수면장애	2017	40대	23
수면장애	2017	50대	42
수면장애	2017	60대	60
수면장애	2017	70대	73
수면장애	2017	80대 이상	58
수면장애	2017	20대	0
수면장애	2017	30대	21
수면장애	2017	40대	29
수면장애	2017	50대	60
수면장애	2017	60대	75
수면장애	2017	70대	89
수면장애	2017	80대 이상	76
수면장애	2017	20대	9
수면장애	2017	30대	13
수면장애	2017	40대	25
수면장애	2017	50대	56
수면장애	2017	60대	65
수면장애	2017	70대	104
수면장애	2017	80대 이상	77
수면장애	2017	20대	11
수면장애	2017	30대	33
수면장애	2017	40대	33
수면장애	2017	50대	50
수면장애	2017	60대	69
수면장애	2017	70대	82
수면장애	2017	80대 이상	77
수면장애	2017	20대	12
수면장애	2017	30대	14
수면장애	2017	40대	21
수면장애	2017	50대	56
수면장애	2017	60대	60
수면장애	2017	70대	86
수면장애	2017	80대 이상	52
수면장애	2017	20대	23
수면장애	2017	30대	28
수면장애	2017	40대	55
수면장애	2017	50대	108
수면장애	2017	60대	114
수면장애	2017	70대	173
수면장애	2017	80대 이상	114
수면장애	2017	20대	26
수면장애	2017	30대	60
수면장애	2017	40대	93
수면장애	2017	50대	120
수면장애	2017	60대	157
수면장애	2017	70대	162
수면장애	2017	80대 이상	92
수면장애	2017	20대	127
수면장애	2017	30대	278
수면장애	2017	40대	355
수면장애	2017	50대	451
수면장애	2017	60대	393
수면장애	2017	70대	312
수면장애	2017	80대 이상	120
수면장애	2017	20대	139
수면장애	2017	30대	291
수면장애	2017	40대	343
수면장애	2017	50대	476
수면장애	2017	60대	405
수면장애	2017	70대	313
수면장애	2017	80대 이상	150
수면장애	2017	20대	129
수면장애	2017	30대	226
수면장애	2017	40대	314
수면장애	2017	50대	407
수면장애	2017	60대	321
수면장애	2017	70대	273
수면장애	2017	80대 이상	170
수면장애	2017	20대	60
수면장애	2017	30대	88
수면장애	2017	40대	124
수면장애	2017	50대	164
수면장애	2017	60대	201
수면장애	2017	70대	220
수면장애	2017	80대 이상	130
수면장애	2017	20대	75
수면장애	2017	30대	138
수면장애	2017	40대	204
수면장애	2017	50대	293
수면장애	2017	60대	193
수면장애	2017	70대	176
수면장애	2017	80대 이상	94
수면장애	2017	20대	14
수면장애	2017	30대	29
수면장애	2017	40대	58
수면장애	2017	50대	90
수면장애	2017	60대	106
수면장애	2017	70대	183
수면장애	2017	80대 이상	106
수면장애	2017	20대	7
수면장애	2017	30대	18
수면장애	2017	40대	16
수면장애	2017	50대	32
수면장애	2017	60대	49
수면장애	2017	70대	77
수면장애	2017	80대 이상	54
수면장애	2017	20대	8
수면장애	2017	30대	16
수면장애	2017	40대	29
수면장애	2017	50대	50
수면장애	2017	60대	62
수면장애	2017	70대	56
수면장애	2017	80대 이상	40
수면장애	2017	20대	22
수면장애	2017	30대	42
수면장애	2017	40대	61
수면장애	2017	50대	119
수면장애	2017	60대	127
수면장애	2017	70대	161
수면장애	2017	80대 이상	123
수면장애	2017	20대	9
수면장애	2017	30대	25
수면장애	2017	40대	36
수면장애	2017	50대	70
수면장애	2017	60대	101
수면장애	2017	70대	119
수면장애	2017	80대 이상	69
수면장애	2017	20대	18
수면장애	2017	30대	30
수면장애	2017	40대	73
수면장애	2017	50대	127
수면장애	2017	60대	114
수면장애	2017	70대	144
수면장애	2017	80대 이상	96
수면장애	2017	20대	12
수면장애	2017	30대	25
수면장애	2017	40대	50
수면장애	2017	50대	83
수면장애	2017	60대	75
수면장애	2017	70대	153
수면장애	2017	80대 이상	123
수면장애	2017	20대	9
수면장애	2017	30대	32
수면장애	2017	40대	33
수면장애	2017	50대	71
수면장애	2017	60대	94
수면장애	2017	70대	141
수면장애	2017	80대 이상	88
수면장애	2017	20대	23
수면장애	2017	30대	63
수면장애	2017	40대	81
수면장애	2017	50대	168
수면장애	2017	60대	173
수면장애	2017	70대	216
수면장애	2017	80대 이상	143
수면장애	2017	20대	27
수면장애	2017	30대	51
수면장애	2017	40대	74
수면장애	2017	50대	128
수면장애	2017	60대	82
수면장애	2017	70대	110
수면장애	2017	80대 이상	67
수면장애	2017	20대	32
수면장애	2017	30대	88
수면장애	2017	40대	125
수면장애	2017	50대	168
수면장애	2017	60대	130
수면장애	2017	70대	208
수면장애	2017	80대 이상	106
수면장애	2017	20대	12
수면장애	2017	30대	22
수면장애	2017	40대	29
수면장애	2017	50대	69
수면장애	2017	60대	69
수면장애	2017	70대	100
수면장애	2017	80대 이상	84
수면장애	2017	20대	24
수면장애	2017	30대	39
수면장애	2017	40대	73
수면장애	2017	50대	137
수면장애	2017	60대	147
수면장애	2017	70대	206
수면장애	2017	80대 이상	120
수면장애	2017	20대	20
수면장애	2017	30대	36
수면장애	2017	40대	45
수면장애	2017	50대	89
수면장애	2017	60대	114
수면장애	2017	70대	177
수면장애	2017	80대 이상	108
수면장애	2017	20대	12
수면장애	2017	30대	69
수면장애	2017	40대	98
수면장애	2017	50대	125
수면장애	2017	60대	171
수면장애	2017	70대	233
수면장애	2017	80대 이상	117
수면장애	2017	20대	9
수면장애	2017	30대	29
수면장애	2017	40대	42
수면장애	2017	50대	65
수면장애	2017	60대	84
수면장애	2017	70대	126
수면장애	2017	80대 이상	74
수면장애	2017	20대	22
수면장애	2017	30대	22
수면장애	2017	40대	39
수면장애	2017	50대	67
수면장애	2017	60대	80
수면장애	2017	70대	118
수면장애	2017	80대 이상	65
수면장애	2017	20대	117
수면장애	2017	30대	252
수면장애	2017	40대	349
수면장애	2017	50대	504
수면장애	2017	60대	495
수면장애	2017	70대	300
수면장애	2017	80대 이상	153
수면장애	2017	20대	124
수면장애	2017	30대	250
수면장애	2017	40대	370
수면장애	2017	50대	573
수면장애	2017	60대	522
수면장애	2017	70대	352
수면장애	2017	80대 이상	169
수면장애	2017	20대	124
수면장애	2017	30대	222
수면장애	2017	40대	387
수면장애	2017	50대	621
수면장애	2017	60대	687
수면장애	2017	70대	610
수면장애	2017	80대 이상	356
수면장애	2017	20대	57
수면장애	2017	30대	129
수면장애	2017	40대	131
수면장애	2017	50대	225
수면장애	2017	60대	205
수면장애	2017	70대	237
수면장애	2017	80대 이상	148
수면장애	2017	20대	92
수면장애	2017	30대	128
수면장애	2017	40대	221
수면장애	2017	50대	301
수면장애	2017	60대	289
수면장애	2017	70대	295
수면장애	2017	80대 이상	210
수면장애	2017	20대	206
수면장애	2017	30대	472
수면장애	2017	40대	600
수면장애	2017	50대	635
수면장애	2017	60대	444
수면장애	2017	70대	319
수면장애	2017	80대 이상	195
수면장애	2017	20대	32
수면장애	2017	30대	67
수면장애	2017	40대	109
수면장애	2017	50대	180
수면장애	2017	60대	184
수면장애	2017	70대	162
수면장애	2017	80대 이상	88
수면장애	2017	20대	60
수면장애	2017	30대	125
수면장애	2017	40대	157
수면장애	2017	50대	288
수면장애	2017	60대	427
수면장애	2017	70대	427
수면장애	2017	80대 이상	255
수면장애	2017	20대	55
수면장애	2017	30대	82
수면장애	2017	40대	115
수면장애	2017	50대	255
수면장애	2017	60대	298
수면장애	2017	70대	371
수면장애	2017	80대 이상	263
수면장애	2017	20대	33
수면장애	2017	30대	87
수면장애	2017	40대	100
수면장애	2017	50대	175
수면장애	2017	60대	214
수면장애	2017	70대	224
수면장애	2017	80대 이상	152
수면장애	2017	20대	131
수면장애	2017	30대	312
수면장애	2017	40대	439
수면장애	2017	50대	659
수면장애	2017	60대	621
수면장애	2017	70대	568
수면장애	2017	80대 이상	312
수면장애	2017	20대	12
수면장애	2017	30대	14
수면장애	2017	40대	16
수면장애	2017	50대	59
수면장애	2017	60대	92
수면장애	2017	70대	93
수면장애	2017	80대 이상	85
수면장애	2017	20대	19
수면장애	2017	30대	39
수면장애	2017	40대	74
수면장애	2017	50대	134
수면장애	2017	60대	231
수면장애	2017	70대	299
수면장애	2017	80대 이상	232
수면장애	2017	20대	7
수면장애	2017	30대	16
수면장애	2017	40대	33
수면장애	2017	50대	71
수면장애	2017	60대	63
수면장애	2017	70대	83
수면장애	2017	80대 이상	45
수면장애	2017	20대	5
수면장애	2017	30대	7
수면장애	2017	40대	16
수면장애	2017	50대	32
수면장애	2017	60대	37
수면장애	2017	70대	44
수면장애	2017	80대 이상	28
수면장애	2017	20대	20
